YLR268W,2.343707E-005
YOR011W,1.403905E-005
YAL008W,4.447027E-005
YOR043W,8.495343E-006
YBR255W,1.132018E-005
YIL034C,2.503593E-005
YJR122W,0.000010451
YNL103W,1.746749E-005
YPL144W,1.093388E-005
YBR135W,2.183552E-005
YBR160W,1.795037E-005
YJL082W,4.496388E-005
YHR007C,7.042523E-005
YHR067W,1.33751E-005
YLR395C,0.000077149
YLR348C,1.795037E-005
YKL074C,0.000013139
YNL152W,1.24147E-005
YFL045C,5.850794E-005
YFL010C,2.012935E-005
YIL124W,2.073027E-005
YGL141W,1.746749E-005
YOR123C,2.529347E-005
YJL179W,3.709682E-005
YKL183W,0.000013139
YLR362W,1.598666E-005
YPL024W,1.110557E-005
YKL029C,3.129289E-005
YLR220W,2.256521E-005
YBR273C,3.259667E-005
YHR025W,3.671052E-005
YAL026C,6.287766E-005
YOL034W,0.000013139
YBL008W,2.300784E-005
YGL237C,5.6249E-006
YPR094W,3.61096E-005
YDR016C,2.047273E-005
YOL129W,2.130972E-005
YDR299W,0.000025272
YOL116W,9.463782E-006
YBR182C,4.197727E-006
YBR280C,0.000010451
YNR032W,1.05905E-005
YNR045W,7.851505E-006
YML105C,2.382337E-005
YNL288W,1.572913E-005
YPL104W,2.382337E-005
YNL003C,1.207132E-005
YFR047C,2.892981E-005
YML127W,2.529347E-005
YLR188W,1.966257E-005
YGR084C,2.561539E-005
YCR002C,3.129289E-005
YLR355C,0.0001856482
YGL157W,2.745435E-005
YGR099W,8.495343E-006
YJR093C,1.69095E-005
YLR300W,4.438443E-005
YJR140C,1.795037E-005
YOR033C,0.000010451
YBR043C,0.000004584
YLR011W,1.093388E-005
YIL044C,1.279564E-005
YDL004W,6.264158E-005
YCR046C,3.247326E-005
YLR059C,2.561539E-005
YDR507C,4.873838E-005
YOR266W,1.355617E-005
YDR421W,3.940192E-006
YGL171W,2.657578E-005
YGL215W,2.552954E-005
YGR019W,2.148141E-005
YNL080C,7.851505E-006
YOR382W,0.00004342
YDR022C,1.425367E-005
YPL266W,2.469255E-005
YBR296C,1.72958E-005
YER169W,1.279564E-005
YOL016C,1.149187E-005
YOR226C,3.922417E-005
YNL277W,2.235059E-005
YNL186W,1.860762E-005
YCL044C,2.148141E-005
YMR146C,0.00004342
YPR165W,4.307663E-005
YMR266W,3.384008E-005
YKR064W,7.508125E-006
YCR060W,2.343707E-005
YPL089C,1.630858E-005
YDL139C,1.403905E-005
YDR246W,1.973433E-005
YOR288C,1.656612E-005
YCR028C,2.012935E-005
YHR089C,3.953536E-005
YLL035W,1.502627E-005
YER007W,0.000008109
YOR141C,2.723974E-005
YBL106C,0.000021696
YGL044C,2.529347E-005
YBR038W,0.000057671
YDR117C,2.986572E-005
YEL047C,4.009335E-005
YPR016C,0.000042723
YOR208W,1.305318E-005
