#Gene	Initiation	Avg. norm. mRNA read count	Avg. norm. rib. read count	Fitness	No. of segments
YDR088C	2.41346E-005	6.22489E-008	3.05821E-008	12.1416	3
YDR320C	2.01294E-005	1.32703E-007	5.54558E-008	52.5994	12
YKL042W	2.46926E-005	1.50335E-007	6.41573E-008	8.72508	6
YPL194W	1.42537E-005	0.000000036	1.58925E-008	12.6754	3
YNL066W	5.68782E-005	4.81664E-007	4.14694E-007	100.383	30
YPL112C	1.44254E-005	2.66077E-007	8.17264E-008	56.3827	10
YPL030W	1.42537E-005	1.95432E-007	6.01147E-008	22.9924	11
YAL058W	1.20928E-005	1.25121E-007	4.27875E-008	36.0418	8
YDR452W	3.55302E-005	2.12637E-007	1.36334E-007	113.009	29
YHR037W	3.42264E-005	2.45921E-007	1.84861E-007	130.337	30
YKL095W	1.69095E-005	4.95484E-008	4.03328E-008	-1.23469	2
YJR136C	5.6249E-006	1.34144E-007	1.9795E-008	13.3684	2
YIL094C	3.15504E-005	6.44178E-007	4.55695E-007	121.347	27
YIL016W	2.62539E-005	3.94667E-007	2.41834E-007	64.4079	12
YJL098W	0.000025272	6.01571E-008	4.66681E-008	-3.28537	14
YLR451W	8.97822E-006	9.66439E-008	2.02183E-008	15.4653	6
YHR017W	1.13202E-005	2.06627E-007	5.07839E-008	32.2684	7
YBL054W	1.52623E-005	1.41091E-007	3.33757E-008	15.4625	6
YOL044W	1.02364E-005	1.15703E-007	3.01661E-008	10.4962	4
YHR148W	2.41346E-005	2.41667E-007	1.7312E-007	17.4511	7
YLR323C	1.40391E-005	1.06125E-007	3.85223E-008	15.0381	3
YOL028C	2.68333E-005	1.19897E-007	6.61128E-008	12.5895	4
YDR186C	1.57291E-005	1.09667E-007	3.44504E-008	-0.00113756	8
YBR103W	1.50263E-005	1.38685E-007	4.75451E-008	23.6142	8
YML117W	3.35195E-005	1.19864E-007	6.05578E-008	11.3987	20
YHR206W	0.000018165	1.2592E-007	5.99414E-008	6.36061	11
YCL010C	9.46378E-006	1.71215E-007	6.09344E-008	12.8035	4
YGR189C	3.50634E-005	1.20584E-006	8.41107E-007	115.198	36
YNL278W	3.31761E-005	2.17493E-008	1.53703E-008	23.758	5
YOR069W	1.47687E-005	1.57649E-007	6.01805E-008	37.4499	14
YGR038W	2.62539E-005	3.82927E-007	2.24948E-007	79.7453	15
YOL122C	1.90368E-005	0.000000191	7.37694E-008	65.3356	14
YOR363C	1.33966E-005	6.45356E-008	1.20604E-008	5.44073	3
YNL087W	5.99536E-005	8.72052E-008	8.27257E-008	10.3543	21
YFL029C	1.50048E-005	1.27703E-007	4.11112E-008	9.84964	4
YNL223W	1.17494E-005	7.85771E-008	1.76642E-008	12.2072	2
YBR227C	3.44839E-005	9.70552E-008	0.000000064	49.3907	11
YLR176C	2.04727E-005	0.000000033	1.64508E-008	9.31021	4
YBR278W	1.63086E-005	1.30854E-007	5.65269E-008	16.1778	3
YLR378C	0.000074083	4.73669E-007	8.99885E-007	114.943	30
YOR067C	0.000025272	1.92101E-007	1.17584E-007	109.671	24
YDR296W	2.32654E-005	2.35864E-007	2.13225E-007	36.1036	12
YCR024C	0.000018165	8.46149E-008	2.83345E-008	10.7983	4
YPR091C	0.000028227	1.42432E-007	0.000000088	44.0862	23
YGR141W	0.000036453	8.8096E-008	5.58101E-008	30.6141	7
YIL030C	6.15739E-005	8.18808E-008	1.03748E-007	32.4507	25
YIL116W	1.79504E-005	3.52513E-007	1.20755E-007	19.0939	15
YGR094W	0.000173	4.27249E-007	9.34506E-007	91.3568	69
YDL122W	3.50634E-005	1.66265E-007	1.0578E-007	80.2507	27
YJR138W	0.000020006	0.000000026	0.000000016	-15.4057	6
YNR048W	1.42537E-005	0.00000011	3.35073E-008	9.44097	4
YNL133C	2.27369E-005	5.40638E-008	2.67981E-008	5.585	1
YHR028C	2.14814E-005	2.10896E-007	1.03322E-007	122.924	29
YBR265W	2.21789E-005	3.8729E-007	1.79212E-007	49.0707	17
YFR048W	9.80716E-006	1.13893E-007	2.55035E-008	13.507	5
YBL007C	6.06081E-005	1.36451E-007	1.87112E-007	-38.1217	42
YNR037C	9.89583E-005	1.58824E-007	3.04179E-007	13.7898	3
YOL113W	3.36074E-006	1.01215E-007	9.59786E-009	5.5566	2
YCL024W	2.96082E-005	1.98551E-008	1.24575E-008	2.81919	3
YMR307W	0.000123707	1.59678E-006	3.22611E-006	172.513	42
YAL032C	0.000016652	0.000000106	3.65178E-008	8.58045	3
YGL145W	1.90368E-005	1.24499E-007	0.00000005	26.4642	10
YHR137W	6.46189E-006	6.59836E-007	7.64524E-008	-97.9641	10
YNL252C	0.000021696	2.49454E-007	1.26063E-007	30.4544	10
YMR198W	0.000013524	9.05298E-008	2.22583E-008	-19.5401	4
YKL197C	2.58729E-005	0.000000034	2.11577E-008	12.8033	6
YOL006C	2.46926E-005	9.87943E-008	5.7522E-008	40.7504	15
YCR003W	4.30766E-005	2.09566E-007	1.96865E-007	27.2449	7
YER020W	7.18621E-006	2.48156E-007	5.54033E-008	21.3434	9
YER162C	1.42537E-005	5.15718E-008	1.75874E-008	9.60451	3
YNL255C	7.01677E-005	1.99352E-006	2.29712E-006	44.1934	10
YDR511W	3.44839E-005	1.92465E-007	1.8354E-007	20.1551	5
YMR163C	1.13202E-005	5.51136E-008	1.58027E-008	2.22144	4
YNL201C	1.86076E-005	9.73511E-008	4.00583E-008	29.6024	11
YBR068C	1.42537E-005	8.16886E-007	2.58858E-007	226.099	42
YHR102W	2.09663E-005	5.84699E-008	2.85717E-008	38.141	10
YER112W	6.78177E-005	2.66457E-007	2.76855E-007	40.3379	12
YDR043C	1.27956E-005	7.24633E-007	2.02442E-007	-25.8926	5
YMR250W	1.14919E-005	3.52678E-007	7.78773E-008	11.9518	17
YER075C	1.63086E-005	4.11431E-008	1.53356E-008	-14.3974	4
YJL187C	1.23289E-005	5.2574E-008	1.5214E-008	-2.92483	4
YEL015W	1.86076E-005	3.08949E-007	1.17512E-007	70.0959	21
YBL103C	1.26722E-005	1.22791E-007	3.32058E-008	-0.424402	4
YLR018C	2.14814E-005	2.16123E-007	1.13941E-007	57.0394	11
YKR085C	3.00374E-005	2.64355E-007	1.9892E-007	36.085	11
YJL201W	8.49534E-006	0.000000259	6.14255E-008	4.86039	12
YLR418C	0.00001633	0.000000255	1.10634E-007	64.6829	14
YER042W	4.74802E-005	2.5758E-007	2.70739E-007	44.8445	9
YER059W	1.56057E-005	1.78369E-007	5.76877E-008	17.2206	7
YMR243C	1.69095E-005	0.000001299	4.78262E-007	164.513	32
YIL027C	4.07674E-005	4.47172E-007	3.81407E-007	41.7058	10
YGL111W	0.000025272	2.22259E-007	1.23841E-007	58.9138	15
YNL110C	4.11107E-005	3.24438E-007	2.60722E-007	70.7447	14
YBR289W	1.94231E-005	7.35112E-008	3.84148E-008	40.943	9
YPL153C	2.30078E-005	2.55871E-008	1.54952E-008	12.4788	3
YBL025W	1.47687E-005	2.34131E-007	6.34614E-008	11.3396	2
YPL048W	3.67105E-005	1.43232E-006	1.16671E-006	134.175	29
YOL066C	1.11056E-005	1.37315E-007	3.72136E-008	19.1232	8
YPR133C	3.12929E-005	2.73096E-007	1.38108E-007	93.0238	18
YKL212W	4.12824E-005	4.11514E-007	4.02767E-007	146.828	46
YJL071W	1.09339E-005	9.7542E-008	2.21906E-008	14.4516	4
YGL167C	5.20521E-005	1.70777E-007	1.72236E-007	62.2844	39
YHR115C	1.27956E-005	2.92647E-007	8.13969E-008	48.7578	12
YEL022W	5.22667E-005	7.3945E-008	8.15817E-008	-67.2977	23
YBL031W	9.80716E-006	1.01573E-007	2.40619E-008	9.5816	2
YPR188C	0.00003294	2.36088E-007	0.000000167	37.2564	7
YHR072W	1.85218E-005	2.16071E-007	8.06554E-008	81.4677	21
YDL074C	1.88652E-005	1.83278E-007	7.64856E-008	60.4811	16
YOR374W	4.91247E-005	3.70876E-007	4.21575E-007	126.279	33
YJL190C	6.13378E-005	1.26736E-005	1.33973E-005	38.8014	8
YMR218C	2.58729E-005	5.12183E-008	2.77769E-008	25.971	9
YLR052W	2.07088E-005	2.026E-007	9.4757E-008	22.3749	7
YGR196C	2.98657E-005	3.92484E-008	2.96167E-008	24.9616	6
YOR269W	0.000010451	1.0077E-007	2.26674E-008	9.20919	4
YOR212W	8.28073E-006	6.76142E-008	0.000000017	8.88522	2
YPL256C	1.74675E-005	1.99718E-007	9.72087E-008	55.8307	15
YKL201C	1.83367E-005	2.3921E-008	6.55251E-009	5.45382	2
YLL049W	7.50813E-006	2.20074E-007	4.41965E-008	13.775	2
YOL026C	3.21299E-005	3.019E-007	2.64649E-007	25.3133	7
YNL106C	1.46829E-005	0.000000048	1.93108E-008	9.08624	7
YDL069C	7.76566E-006	1.02095E-007	2.3719E-008	11.6418	2
YGR054W	0.000108326	3.05072E-007	0.000000376	4.32957	46
YEL053C	1.90368E-005	1.14146E-007	3.63313E-008	30.8187	10
YDR236C	1.11056E-005	3.01616E-007	9.8493E-008	34.1196	6
YJL042W	4.30766E-005	2.81607E-008	4.28938E-008	-66.8355	8
YER037W	1.30532E-005	2.82355E-007	8.97012E-008	22.7881	8
YPL037C	6.90732E-005	3.94067E-006	0.000005525	48.6439	11
YER057C	5.26235E-005	1.4341E-006	1.33593E-006	44.4163	9
YCR092C	1.77787E-005	6.81697E-008	2.31114E-008	11.0245	7
YDR160W	7.18621E-006	4.58014E-008	6.84287E-009	12.2122	2
YPL177C	1.06227E-005	5.70173E-007	1.74077E-007	-29.1138	14
YJL111W	5.46516E-005	0.000000509	4.21163E-007	162.814	39
YKR010C	1.38674E-005	9.31033E-008	2.39408E-008	-7.10407	4
YDL043C	1.86076E-005	2.0862E-007	9.7138E-008	29.5747	8
YNL192W	1.44254E-005	0.000000181	0.000000048	48.1536	20
YLR085C	1.20928E-005	1.52778E-007	4.24211E-008	31.4128	7
YOR179C	1.72958E-005	1.67418E-007	7.42681E-008	20.4487	4
YLR436C	1.23289E-005	3.63499E-008	2.63043E-008	-75.1092	8
YOR290C	1.13202E-005	4.48941E-008	4.77681E-008	-454.865	12
YMR129W	3.99217E-005	7.56113E-008	7.26479E-008	-16.5328	20
YML093W	7.11281E-005	5.97986E-008	8.615E-008	34.1454	12
YJR077C	0.000116822	4.55493E-007	9.81517E-007	79.3898	22
YHR197W	2.21789E-005	1.46719E-007	7.09496E-008	63.0982	16
YCR081W	5.35249E-005	3.03541E-008	1.6065E-008	-74.2225	6
YBR002C	1.50048E-005	0.000000229	7.81687E-008	19.5271	7
YCL017C	4.14971E-005	3.17117E-007	0.000000291	124.398	29
YPR106W	1.24147E-005	2.23829E-007	4.73214E-008	-16.1093	7
YPR004C	3.31976E-005	3.96308E-007	2.51545E-007	118.953	26
YDR276C	8.40877E-005	3.19856E-006	5.88648E-006	14.1165	3
YLR200W	7.61027E-005	2.57874E-007	3.26365E-007	33.6054	7
YKL154W	3.77514E-005	2.21134E-007	1.73865E-007	56.2691	12
YKR003W	3.07349E-005	1.34535E-007	1.04632E-007	58.8354	14
YNL330C	2.49501E-005	2.65363E-007	1.38188E-007	45.8163	17
YPL004C	2.72397E-005	2.03092E-006	1.2774E-006	119.372	26
YOR164C	3.22157E-005	5.2578E-007	3.23765E-007	117.17	23
YLR107W	1.09339E-005	1.40302E-007	3.05054E-008	12.0982	4
YNL047C	1.05905E-005	0.000000076	1.63329E-008	16.9136	4
YPL082C	3.70968E-005	5.64699E-008	3.07995E-008	-25.2316	16
YDR451C	2.18677E-005	2.82891E-007	1.2961E-007	40.542	15
YLR121C	1.88652E-005	8.99458E-008	2.51912E-008	10.2636	4
YDL052C	4.14971E-005	3.63605E-007	3.31653E-007	93.3832	22
YKR061W	1.85845E-006	0.000000266	1.44E-008	10.4697	2
YIR012W	4.91247E-005	2.60263E-007	2.53727E-007	127.65	29
YJL033W	3.58735E-005	1.05427E-007	8.60864E-008	66.0346	16
YML075C	3.28542E-005	1.17231E-007	7.32399E-008	113.729	27
YDR050C	8.40877E-005	2.14312E-005	2.40824E-005	71.4916	16
YGR061C	0.000199201	1.43735E-007	4.82065E-007	-54.6256	49
YNL231C	2.95223E-005	4.81715E-007	3.3263E-007	91.3247	23
YOR153W	6.34786E-005	8.87378E-007	9.63273E-007	145.256	109
YDR105C	2.03869E-005	1.8058E-007	8.2698E-008	74.0254	15
YGL107C	2.43063E-005	1.00287E-007	5.44863E-008	54.4885	12
YLR145W	1.88652E-005	1.44564E-007	4.34081E-008	9.02197	2
YLR045C	2.95223E-005	9.0922E-008	0.000000054	42.2266	14
YDR169C	2.13097E-005	1.09247E-007	4.89385E-008	18.7551	7
YLR098C	0.000006757	1.36532E-007	1.26617E-008	8.24133	2
YMR183C	3.61096E-005	3.76436E-007	3.82245E-007	86.163	21
YBL033C	1.96626E-005	2.02382E-007	1.1753E-007	30.834	12
YLR110C	6.95882E-005	6.07355E-005	5.44798E-005	34.7805	9
YIR038C	2.41346E-005	0.000000364	2.36475E-007	43.6968	14
YPL117C	3.57877E-005	0.000000635	4.62535E-007	107.205	20
YEL071W	2.74543E-005	2.92763E-006	1.4607E-006	156.565	34
YMR272C	3.07349E-005	4.2726E-007	3.29502E-007	147.989	31
YBR098W	6.20435E-006	4.73297E-008	1.07122E-008	-6.57147	2
YML062C	0.000016652	1.42115E-007	5.49206E-008	1.99492	6
YPR108W	3.83228E-005	4.63186E-007	3.7366E-007	133.272	30
YKL152C	6.15739E-005	3.57132E-005	4.01226E-005	64.1162	16
YDR369C	0.000025272	3.69096E-008	1.30603E-008	1.17676	3
YBR106W	9.32907E-005	3.24875E-006	3.6539E-006	47.2362	15
YBL093C	1.70812E-005	3.12906E-007	1.4711E-007	40.4054	11
YKL054C	0.000077149	2.426E-007	4.91494E-007	75.9242	39
YLR453C	1.53482E-005	4.05944E-008	1.13221E-008	5.03913	1
YHR171W	1.00647E-005	6.74955E-008	1.99253E-008	-6.91497	4
YGR162W	7.61027E-005	3.27467E-007	4.3872E-007	220.625	62
YDL165W	2.79694E-005	3.04199E-007	0.000000228	62.5323	14
YBR291C	5.6249E-006	1.3619E-007	1.718E-008	7.2446	1
YNL078W	7.85151E-006	2.43132E-007	4.43368E-008	-29.9416	5
YJL124C	3.11212E-005	5.36515E-007	3.82792E-007	59.028	12
YGR027C	5.38361E-005	2.03833E-005	1.52673E-005	37.2721	7
YDR179C	1.77787E-005	5.77612E-008	0.000000035	5.15465	1
YPR199C	1.00647E-005	2.27274E-007	4.34592E-008	6.17415	4
YJR051W	2.93372E-005	1.57779E-007	0.000000109	63.2789	14
YKL094W	2.63397E-005	3.76293E-007	1.88869E-007	65.4231	16
YNR055C	1.14919E-005	2.72167E-007	7.63608E-008	23.0028	15
YPR131C	1.97343E-005	0.000000423	1.81228E-007	35.4127	9
YIL131C	2.14814E-005	1.10696E-007	7.07208E-008	38.2155	10
YKL143W	3.00374E-005	1.49606E-007	1.08415E-007	69.0589	14
YBR146W	2.45209E-005	3.01349E-007	1.7379E-007	51.0463	12
YFR043C	1.47687E-005	1.34482E-007	4.96724E-008	18.5436	3
YHR061C	4.47278E-005	0.00000003	4.30858E-008	4.74785	2
YKL012W	9.48524E-006	1.12256E-007	2.85699E-008	18.3721	5
YPL115C	0.000025272	5.50555E-008	3.14563E-008	16.9868	12
YPL179W	2.41346E-005	1.20422E-007	0.000000097	-73.9614	8
YNL125C	1.00647E-005	9.64694E-008	1.91891E-008	22.0707	4
YNL065W	2.91655E-005	5.13414E-008	2.07848E-008	7.84704	4
YJR019C	8.97822E-006	9.47453E-008	4.1786E-008	-8.52297	4
YJR135C	1.23289E-005	0.000000093	2.35035E-008	9.26021	2
YDR321W	3.77514E-005	7.7421E-007	5.30498E-007	144.449	30
YNR001C	3.92242E-005	0.000000907	5.76521E-007	146.965	35
YNL178W	6.48446E-005	1.61734E-005	1.63996E-005	69.7901	18
YKL184W	7.14715E-005	1.57865E-007	2.75671E-007	60.5689	17
YDR147W	9.80716E-006	0.00000019	0.000000035	27.5607	6
YJL004C	1.74675E-005	2.99918E-007	1.30817E-007	48.2061	9
YBL080C	1.38674E-005	7.86E-008	1.95919E-008	9.93429	3
YMR076C	3.55302E-005	3.76372E-008	4.01515E-008	-17.2017	10
YGR205W	0.000113611	8.33584E-008	1.26153E-007	2.3609	6
YDR356W	0.00006642	1.88803E-008	2.99242E-008	11.2869	3
YMR136W	2.09663E-005	7.0315E-008	4.16969E-008	-7.58153	6
YDR167W	1.53482E-005	1.98642E-007	1.22729E-007	24.042	7
YJL051W	1.35562E-005	9.5111E-008	2.79182E-008	-5.19443	7
YJR017C	2.10522E-005	0.000000554	3.38525E-007	55.7271	12
YPL180W	1.69095E-005	7.42523E-008	2.44302E-008	22.3848	6
YDL095W	0.000093677	3.28535E-007	5.48691E-007	209.911	59
YER086W	4.91247E-005	0.00000052	0.000000478	203.979	43
YNL027W	1.57291E-005	1.10688E-007	4.54169E-008	49.6424	10
YPL022W	1.09339E-005	6.89361E-008	1.45792E-008	-2.3912	5
YBR155W	0.00490591	1.42203E-007	0.000000092	-1879.65	11
YJL060W	6.72892E-005	1.85731E-007	1.99785E-007	58.1341	20
YDL101C	1.69095E-005	1.29562E-007	4.25921E-008	36.6447	7
YDL205C	3.25967E-005	1.8726E-007	1.51553E-007	48.9146	12
YML080W	2.63397E-005	1.18477E-007	0.000000064	33.8735	7
YPL095C	7.18621E-006	0.000000184	2.86804E-008	24.3473	5
YMR285C	1.35562E-005	1.87253E-007	4.97421E-008	27.5411	8
YMR016C	2.23506E-005	6.11405E-008	3.12827E-008	17.2993	7
YPR140W	2.01294E-005	1.45491E-007	0.000000052	29.7059	7
YGL059W	1.02364E-005	1.09881E-007	2.10753E-008	8.8161	3
YIR001C	3.81377E-005	1.81557E-007	1.01053E-007	26.335	7
YDL230W	1.77787E-005	1.17946E-007	5.18989E-008	28.1925	6
YPR166C	6.62483E-005	3.20277E-007	3.84549E-007	27.3492	8
YML115C	3.07349E-005	2.15712E-007	1.58594E-007	122.139	29
YJR113C	2.07303E-005	3.34819E-007	1.83367E-007	56.0584	15
YBR279W	2.88064E-005	2.01597E-007	1.22352E-007	59.1344	15
YGR024C	1.09339E-005	4.39593E-007	9.25652E-008	30.6359	7
YOR281C	4.39552E-005	2.47766E-007	1.46916E-007	21.5993	14
YIL117C	6.22582E-006	6.55544E-007	0.000000099	-46.5446	6
YIR026C	2.50359E-005	2.12573E-007	1.19659E-007	67.278	15
YOL052C	2.27369E-005	2.70312E-007	1.40154E-007	58.7025	18
YGR140W	2.13097E-005	4.59239E-008	2.26148E-008	17.382	7
YDR475C	1.44254E-005	8.69132E-008	2.11733E-008	-1.63918	5
YPL137C	2.98657E-005	6.79495E-008	4.29315E-008	12.8666	15
YOL158C	5.45321E-006	2.84893E-007	3.80595E-008	55.9896	9
YOL103W	1.33751E-005	2.55238E-007	0.000000079	49.4264	14
YHR156C	1.30532E-005	4.68967E-008	1.43831E-008	6.55416	1
YBR151W	1.23289E-005	3.63162E-007	1.35271E-007	73.625	15
YCL025C	2.09663E-005	1.39051E-007	7.02034E-008	45.7168	13
YNR034W	5.35249E-005	9.88195E-008	8.56684E-008	-1.57671	6
YGR157W	7.11281E-005	1.97632E-007	3.28205E-007	44.965	42
YNL282W	1.11056E-005	1.96505E-007	6.08962E-008	11.0312	4
YBR286W	4.12824E-005	2.26607E-006	1.91313E-006	187.305	37
YGL144C	3.01736E-006	8.69368E-008	9.13449E-009	4.03642	1
YBR168W	6.46189E-006	1.37819E-007	1.60778E-008	12.8818	2
YDR190C	3.86662E-005	3.59672E-007	3.14423E-007	155.169	31
YAL031C	6.20435E-006	8.64289E-008	2.11495E-008	-35.2539	5
YBL006C	1.52623E-005	2.96642E-007	1.48127E-007	18.0566	9
YLR340W	0.000045774	1.87397E-005	1.47945E-005	102.244	22
YGR108W	1.27956E-005	5.1757E-007	9.68966E-008	9.31692	16
YMR070W	2.32654E-005	7.77603E-008	0.000000051	29.2493	6
YBR264C	1.17494E-005	1.34341E-007	7.04697E-008	12.9411	4
YBL020W	1.72958E-005	1.64256E-007	0.000000059	56.5951	13
YLR299W	2.23506E-005	1.065E-007	5.46859E-008	69.771	13
YPL110C	3.07349E-005	7.18776E-008	4.5395E-008	19.6482	14
YGR207C	5.15693E-005	2.97209E-007	2.69141E-007	38.1252	15
YOR004W	2.10522E-005	0.000000312	1.592E-007	52.2967	13
YER095W	1.79504E-005	3.08422E-007	0.000000124	50.1027	16
YHR076W	2.63397E-005	2.50512E-007	1.3284E-007	37.6249	13
YDR462W	2.13097E-005	3.0325E-007	2.44863E-007	14.1923	8
YKL043W	1.53482E-005	9.29398E-008	3.98988E-008	6.55876	3
YIL155C	6.39754E-005	4.09023E-008	5.93253E-008	15.6439	6
YGR171C	1.99577E-005	6.76924E-008	2.20694E-008	4.90686	4
YJL148W	2.43063E-005	5.41655E-007	2.99452E-007	81.6359	15
YAL048C	2.58729E-005	4.1361E-008	1.8051E-008	8.03624	3
YPL055C	2.14814E-005	1.50857E-007	7.44973E-008	29.8731	7
YGL093W	1.90368E-005	5.04774E-008	2.43453E-008	14.9385	7
YDR098C	5.15693E-005	5.59432E-007	4.40722E-007	79.2841	20
YOR371C	2.59963E-005	2.34582E-008	2.93428E-008	-36.9991	4
YHR011W	1.35562E-005	1.0557E-007	2.90571E-008	2.58761	4
YGL200C	4.07674E-005	1.29673E-006	1.08491E-006	79.8334	15
YJR099W	2.72397E-005	2.15152E-007	1.10166E-007	24.1398	7
YOR044W	3.21299E-005	2.37244E-007	9.39015E-008	16.1379	4
YLR259C	0.000279491	5.04307E-007	2.29867E-006	127.083	42
YNL052W	4.69973E-005	3.79168E-007	5.15208E-007	42.2754	11
YPL157W	1.46829E-005	1.719E-007	5.55386E-008	7.5772	5
YKL005C	7.85151E-006	1.28796E-007	2.55034E-008	17.8021	5
YBR120C	4.76519E-005	1.53836E-007	1.28091E-007	2.81609	5
YLL010C	0.000008109	1.9553E-007	7.66533E-008	6.34906	10
YDR280W	1.44254E-005	4.05203E-007	1.42937E-007	41.7524	14
YMR058W	0.000077986	1.84316E-007	3.63097E-007	68.0142	29
YGL166W	9.72132E-006	1.99228E-007	6.77301E-008	11.7288	5
YHR114W	0.000028227	1.35218E-007	7.47713E-008	55.9731	15
YBL024W	0.000042723	0.000000275	2.76557E-007	143.626	42
YMR241W	0.000036453	6.96902E-007	4.99317E-007	117.804	22
YPR189W	6.98458E-005	4.56528E-008	5.7136E-008	-56.197	15
YOR275C	0.000008109	1.47344E-007	2.92431E-008	30.1165	7
YDR127W	0.000165351	8.75606E-008	2.75407E-007	-130.71	34
YDL092W	3.36684E-005	4.03284E-007	3.41863E-007	38.4416	9
YCL034W	1.69095E-005	3.47105E-007	1.7608E-007	95.2362	19
YOL018C	1.60725E-005	1.14767E-007	5.25746E-008	26.8343	7
YBR288C	1.63086E-005	2.4027E-007	1.07057E-007	37.4544	15
YKR092C	3.11212E-005	4.56631E-007	3.96876E-007	89.0057	31
YOR259C	3.36684E-005	5.32579E-007	3.55784E-007	159.596	31
YLL048C	6.09944E-005	9.91865E-008	1.46441E-007	-65.7497	40
YNL264C	1.94231E-005	2.45251E-007	1.04211E-007	71.8536	13
YDR208W	3.44839E-005	1.35456E-007	7.16126E-008	-56.4783	15
YHL007C	3.36684E-005	8.44242E-008	6.48993E-008	57.0554	16
YGL106W	4.28089E-005	7.54211E-007	7.22332E-007	56.7904	11
YOL027C	3.68822E-005	2.72302E-007	1.9641E-007	138.951	30
YOR211C	3.42264E-005	0.000000069	4.34829E-008	48.0208	13
YCR002C	3.12929E-005	6.33128E-007	3.46698E-007	83.1951	22
YOL055C	2.01294E-005	9.19044E-008	2.65584E-008	9.24127	5
YIL047C	1.69095E-005	1.55269E-007	5.39008E-008	43.8744	14
YPL120W	1.33751E-005	9.32028E-008	2.44061E-008	15.7905	4
YIL075C	9.20325E-005	2.31185E-007	4.12559E-007	120.169	50
YOL145C	6.52826E-005	7.28267E-008	1.06514E-007	32.0585	19
YHR038W	0.000030252	1.00555E-007	0.000000085	6.72064	5
YOR324C	1.00647E-005	6.48804E-008	1.29065E-008	11.0276	2
YHR149C	1.35562E-005	8.39438E-008	3.45084E-008	22.54	7
YLR324W	2.46926E-005	1.49255E-007	0.000000077	76.9514	15
YOR353C	1.33966E-005	9.5589E-008	2.59003E-008	21.3951	8
YNR074C	1.27956E-005	2.96921E-007	9.87905E-008	55.2321	13
YOR099W	5.85079E-005	5.76935E-007	6.64385E-007	140.892	29
YHL025W	6.92867E-006	3.91776E-007	8.68201E-008	-12.8086	9
YIL097W	1.44254E-005	1.04138E-007	1.99436E-008	4.02656	3
YOL045W	3.12929E-005	4.69497E-008	3.47516E-008	19.0013	9
YFR010W	4.47278E-005	0.000000343	2.63419E-007	137.456	31
YHL009C	1.92515E-005	1.34067E-007	5.57886E-008	32.4773	7
YMR311C	3.99304E-005	2.73674E-007	2.61813E-007	59.728	13
YNL222W	0.000030252	1.86569E-007	1.24832E-007	22.705	7
YJL109C	6.09944E-005	8.83601E-008	1.19179E-007	-112.584	35
YHR205W	4.60101E-005	1.19085E-007	1.25507E-007	88.5885	25
YGR037C	5.71559E-005	2.66463E-006	3.23567E-006	27.6359	6
YIL008W	6.49392E-005	3.26885E-007	3.7758E-007	35.3918	7
YOR236W	2.52935E-005	2.32172E-007	1.04359E-007	17.8305	7
YBL039C	6.31352E-005	3.73501E-007	5.12848E-007	167.642	41
YGR188C	1.69095E-005	2.1804E-008	5.94789E-009	8.38363	2
YER143W	0.000018165	1.94792E-007	9.25567E-008	57.9926	15
YPR138C	2.59963E-005	7.11161E-008	3.67613E-008	19.1457	5
YDL153C	4.43844E-005	1.30697E-007	1.29805E-007	74.0662	17
YGL064C	0.000018165	5.28298E-008	0.000000026	12.3153	3
YFR053C	0.000065862	4.54265E-007	4.63299E-007	103.993	27
YGR284C	3.61311E-005	6.78355E-007	4.89055E-007	116.841	23
YDL053C	2.23506E-005	3.43256E-007	2.43392E-007	58.2826	13
YFR038W	1.69095E-005	8.86406E-008	3.04285E-008	18.564	9
YMR240C	8.97822E-006	1.55685E-007	0.00000003	18.02	4
YIL005W	3.58735E-005	1.38781E-007	1.05947E-007	62.4709	21
YKL109W	6.39754E-005	0.000000055	0.000000053	-5.13226	6
YKR062W	2.32654E-005	2.56949E-007	1.21675E-007	62.6914	13
YMR119W	1.70812E-005	0.000000172	4.93166E-008	17.0622	7
YPR069C	4.85667E-005	1.95987E-006	1.78343E-006	93.6952	19
YLL006W	0.000027068	0.000000088	5.63048E-008	16.5667	7
YMR215W	5.62988E-005	3.42207E-007	3.7844E-007	156.025	34
YDR051C	2.41346E-005	2.07604E-007	8.88031E-008	31.8645	8
YGR062C	3.94019E-006	0.000000163	0.000000023	7.35383	2
YER010C	1.55574E-005	2.27698E-007	9.31167E-008	37.4425	7
YER176W	3.07349E-005	6.25239E-008	3.78612E-008	6.75609	13
YHL035C	6.20435E-006	5.4618E-008	4.62556E-009	7.96972	2
YOR181W	2.43063E-005	9.94197E-008	6.62185E-008	41.4275	14
YMR097C	1.05905E-005	1.65671E-007	3.9445E-008	14.869	4
YBR030W	9.80716E-006	1.44636E-007	3.2075E-008	10.6389	6
YLR336C	2.01294E-005	0.000000103	5.29065E-008	47.7472	14
YDL232W	7.66822E-005	0.000000708	1.11262E-006	9.38846	2
YDR158W	5.88889E-005	1.42124E-006	1.45837E-006	142.39	28
YDL022W	4.60316E-005	9.36779E-007	8.21918E-007	120.327	26
YPR021C	9.14991E-006	0.000000066	1.83375E-008	-14.7244	5
YLR044C	0.000168447	2.25889E-005	5.60556E-005	150.815	40
YLR166C	1.63086E-005	1.57086E-007	5.46623E-008	10.437	14
